TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
AA09,82156,25466840,20JAN2011,21JAN2016,1
AA09,82156,25466850,18FEB2016,18APR2016,1
AA09,82156,97382D10,19MAY2016,04MAY2017,1
AA09,,,18JAN2018,,6
AA0A,10656,00444610,17MAY2001,31DEC2018,1
AA0A,,,18APR2019,,6
AA0C,86363,21869Q10,17MAY2001,01JUL2002,1
AA0C,89446,00211310,18JUL2002,15AUG2002,1
AA0D,85084,00492010,17MAY2001,02JAN2009,1
AA0E,80438,11835A10,17MAY2001,28MAY2002,1
AA0F,86774,26989410,17MAY2001,30JUN2004,1
AA0G,88784,00724X10,17MAY2001,09DEC2011,1
AA0H,10574,08265710,17MAY2001,22JUL2008,1
AA0I,80585,14075T10,17MAY2001,14JUN2011,1
AA0J,81246,26357210,17MAY2001,12JUN2001,1
AA0K,,,17MAY2001,15MAY2004,6
AA0L,86828,00078810,17MAY2001,03APR2002,1
AA0L,,,16MAY2002,20DEC2005,6
AA0R,10659,09057G60,17MAY2001,19AUG2015,1
AA0T,75549,29264N30,17MAY2001,02DEC2001,1
AA0T,75549,25809410,20DEC2001,17APR2006,1
AA0T,,,20APR2006,16NOV2016,6
AA0T,16533,83422330,13DEC2016,31DEC2018,1
AA0U,83236,04276810,17MAY2001,15AUG2004,1
AA0V,10547,00185310,17MAY2001,01JAN2008,1
AA0V,10547,18482P10,17JAN2008,31DEC2018,1
AA0W,10355,23391210,17MAY2001,12AUG2010,1
AA0X,,,17MAY2001,19JUN2006,6
AA0Y,,,17MAY2001,14MAY2007,6
AA0Z,81595,30035510,17MAY2001,20SEP2007,1
AA10,87832,02077210,17MAY2001,09MAR2018,1
AA11,55862,09061H30,17MAY2001,31DEC2018,1
AA15,84405,03210310,17MAY2001,13JAN2003,1
AA15,,,17JUN2004,17AUG2006,6
AA16,88339,26915610,17MAY2001,09NOV2001,1
AA16,,,17JUN2004,15AUG2004,6
AA17,,,17MAY2001,15MAY2004,6
AA1A,82171,02341Q10,17MAY2001,16MAY2004,1
AA1A,82171,02341Q20,20MAY2004,31DEC2018,1
AA1C,,,17MAY2001,30NOV2003,6
AA1E,30517,16862810,17MAY2001,11NOV2002,1
AA1E,,,17JUN2004,15AUG2004,6
AA1F,86520,04314Q10,17MAY2001,17AUG2001,1
AA1F,,,15MAY2003,11JAN2011,6
AA1G,86344,27784810,17MAY2001,17JUL2001,1
AA1G,,,16MAY2002,15MAY2004,6
AA1I,12146,15870430,17MAY2001,19APR2011,1
AA1I,12146,15870P10,19MAY2011,09AUG2015,1
AA1I,12146,15870P30,20AUG2015,31DEC2018,1
AA1K,,,17MAY2001,19MAR2003,6
AA1K,85671,02460010,20MAR2003,13MAY2004,4
AA1L,,,17MAY2001,06AUG2009,6
AA1M,76330,20050L10,17MAY2001,31DEC2018,1
AA1N,84606,29873610,17MAY2001,31DEC2018,1
AA1O,81078,19248010,17MAY2001,08FEB2008,1
AA1P,88326,06829610,17MAY2001,24JUL2003,1
AA1P,,,20MAY2004,16MAY2005,6
AA1Q,,,17MAY2001,15MAY2004,6
AA1R,79252,05635W10,17MAY2001,14AUG2007,1
AA1S,,,17MAY2001,15MAY2004,6
AA1T,82534,92201B20,17MAY2001,10DEC2001,1
AA1T,,,20JUN2002,15MAY2004,6
AA1U,76302,04216670,17MAY2001,12AUG2005,1
AA1U,,,15DEC2005,25APR2007,6
AA1W,85457,20273910,17MAY2001,04JAN2010,1
AA1Y,36709,33849010,17MAY2001,28OCT2004,1
AA1Y,36709,33849020,18NOV2004,17MAY2005,1
AA1Y,,,19MAY2005,23JUL2009,6
AA25,18148,09066210,17MAY2001,15JUL2001,1
AA25,18148,84842R10,19JUL2001,08MAY2011,1
AA25,18148,84842R20,19MAY2011,23SEP2012,1
AA25,18148,84842R30,18OCT2012,31DEC2014,1
AA27,88836,37246C10,17MAY2001,18APR2011,1
AA27,88836,37246C30,19MAY2011,30NOV2016,1
AA27,88836,37246C40,15DEC2016,15JUN2017,1
AA28,58421,35843510,17MAY2001,31DEC2018,1
AA29,77675,12643W10,17MAY2001,27MAY2002,1
AA29,77675,12643W20,20JUN2002,12SEP2002,1
AA2A,87773,40964920,17MAY2001,17MAY2006,1
AA2A,87773,40964930,18MAY2006,27JUN2007,1
AA2A,,,19JUL2007,31DEC2009,6
AA2B,,,17MAY2001,22NOV2004,6
AA2C,84729,23321U10,17MAY2001,26SEP2002,1
AA2D,79801,92427X10,17MAY2001,22SEP2005,1
AA2E,88790,04269X10,17MAY2001,31DEC2018,1
AA2F,18244,09090910,17MAY2001,04JAN2006,1
AA2G,29058,23946710,17MAY2001,31DEC2018,1
AA2H,87771,37247A10,17MAY2001,02FEB2015,1
AA2I,,,17MAY2001,02AUG2004,6
AA2K,,,17MAY2001,15MAY2004,6
AA2L,70391,10057710,17MAY2001,29APR2002,1
AA2N,45348,92913610,17MAY2001,02SEP2005,1
AA2O,83546,04986610,17MAY2001,05JUN2001,1
AA2O,83546,68231A10,14JUN2001,29JUL2002,1
AA2O,83546,68231A20,15AUG2002,12FEB2003,1
AA2P,77208,09093110,17MAY2001,31DEC2018,1
AA2Q,80524,24982720,17MAY2001,31JAN2010,1
AA2Q,80524,24982750,18FEB2010,23FEB2017,1
AA2T,42358,06822110,17MAY2001,11AUG2010,1
AA2U,80517,14528210,17MAY2001,31OCT2013,1
AA2U,80517,07203T10,14NOV2013,08FEB2018,1
AA2V,57410,12611910,17MAY2001,05AUG2001,1
AA2V,57410,74359010,16AUG2001,17JUL2008,1
AA2W,84299,23080010,17MAY2001,12SEP2002,1
AA2X,87064,27031N10,17MAY2001,05JUN2001,4
AA2X,,,18OCT2001,15MAY2004,6
AA2Z,32299,38137010,17MAY2001,31DEC2018,1
AA3,80643,98891810,16SEP2004,09APR2009,2
AA30,88615,97223210,17MAY2001,30JUN2005,1
AA30,88615,39153L10,14JUL2005,30JUN2016,1
AA30,88615,45826H10,14JUL2016,31DEC2018,1
AA31,10568,00378810,17MAY2001,16JUL2006,1
AA31,10568,81765M10,20JUL2006,15DEC2009,1
AA32,78868,00206X60,17MAY2001,01JUN2003,1
AA32,78868,46058810,19JUN2003,01MAY2008,1
AA32,,,15MAY2008,04JUN2008,6
AA34,88830,14888410,17MAY2001,30SEP2007,1
AA34,88830,75845J10,18OCT2007,19AUG2008,1
AA35,77433,19046E10,17MAY2001,30APR2007,1
AA35,17957,19046P20,20SEP2018,31DEC2018,1
AA35,,,15AUG2019,,6
AA36,84300,23801610,17MAY2001,09JAN2003,1
AA36,,,17JUN2004,05OCT2004,6
AA37,86497,26825310,17MAY2001,28MAR2013,1
AA38,88160,31770910,17MAY2001,17MAY2001,1
AA39,82726,38724210,17MAY2001,10OCT2001,1
AA39,82726,45941210,20DEC2001,30NOV2006,1
AA3B,61487,00635130,17MAY2001,31DEC2018,1
AA3C,82251,05047310,17MAY2001,30JAN2018,1
AA3D,80958,08016210,17MAY2001,01MAR2005,1
AA3E,11499,12514110,17MAY2001,31DEC2018,1
AA3F,84725,19202510,17MAY2001,19OCT2016,1
AA3G,84302,25386210,17MAY2001,01JAN2018,1
AA3G,84302,26140E10,18JAN2018,31DEC2018,1
AA3G,,,18APR2019,,6
AA3H,,,17MAY2001,28FEB2011,6
AA3I,86573,31942S10,17MAY2001,27AUG2012,1
AA3J,82494,39537930,17MAY2001,14JUN2006,1
AA3J,,,15JUN2006,28AUG2017,6
AA3L,,,17MAY2001,15MAY2004,6
AA3N,84409,08264110,17MAY2001,27JAN2006,1
AA3O,83642,15140810,17MAY2001,30JUN2014,1
AA3O,83642,20786W10,17JUL2014,31DEC2018,1
AA3Q,83496,25387R40,17MAY2001,08FEB2005,1
AA3Q,83496,25387R50,17FEB2005,14JUL2005,1
AA3Q,,,18AUG2005,21NOV2005,6
AA3R,75998,28556220,17MAY2001,16SEP2001,1
AA3R,75998,28556250,15NOV2001,29FEB2008,1
AA3S,81298,33749310,17MAY2001,13NOV2015,1
AA3S,,,19NOV2015,17FEB2017,6
AA3T,79167,56382310,17MAY2001,27SEP2005,1
AA3T,79167,29605W10,20OCT2005,09JAN2007,1
AA3V,11157,00801530,17MAY2001,14SEP2010,1
AA3X,10453,05538710,17MAY2001,15AUG2005,1
AA3Z,85966,19623P10,17MAY2001,26JAN2018,1
AA40,,,17MAY2001,15MAY2004,6
AA41,32062,28523310,17MAY2001,28AUG2012,1
AA43,76020,91965610,17MAY2001,22SEP2005,1
AA43,76020,87160G10,20OCT2005,15OCT2015,1
AA45,11851,01775310,17MAY2001,31MAR2005,1
AA46,78468,05454610,17MAY2001,23SEP2002,1
AA46,,,18SEP2003,27AUG2010,6
AA47,38827,09852W10,17MAY2001,19JUL2002,1
AA48,81769,12518010,17MAY2001,15NOV2006,1
AA49,83631,20046810,17MAY2001,21OCT2010,1
AA4A,30593,25857020,17MAY2001,31MAR2014,1
AA4A,30593,29606410,17APR2014,28OCT2015,1
AA4A,,,19NOV2015,31DEC2015,6
AA4D,84547,92671310,17MAY2001,03APR2002,1
AA4D,,,20MAY2004,31DEC2010,6
AA4F,80171,02686G10,17MAY2001,07NOV2003,1
AA4H,84362,10805810,17MAY2001,23APR2003,1
AA4I,86940,16412620,17MAY2001,07FEB2002,1
AA4I,86940,12651410,14FEB2002,26NOV2002,1
AA4I,,,20MAR2003,10SEP2003,6
AA4J,83586,20263010,17MAY2001,06MAR2003,1
AA4J,,,20MAR2003,27NOV2007,6
AA4K,31376,26209320,17MAY2001,25JUL2003,1
AA4K,,,14AUG2003,15MAY2004,6
AA4L,88817,29270U10,17MAY2001,22SEP2009,1
AA4L,88817,29270U30,15OCT2009,11SEP2012,1
AA4L,88817,26883D10,20SEP2012,03JUN2014,1
AA4N,79864,91828410,17MAY2001,31DEC2018,1
AA4P,87026,02756810,17MAY2001,29OCT2008,1
AA4P,,,20NOV2008,16AUG2011,6
AA4Q,86818,25264R10,17MAY2001,25SEP2001,1
AA4Q,86818,25264R20,15NOV2001,31DEC2018,1
AA4R,84058,11109110,17MAY2001,09JUL2012,1
AA4S,11216,16633510,17MAY2001,31AUG2005,1
AA4T,,,17MAY2001,16AUG2004,6
AA4U,85176,23337740,17MAY2001,31DEC2018,1
AA4V,85821,29476H40,17MAY2001,30NOV2001,1
AA4W,89021,36758710,26JUN2001,30SEP2001,1
AA4W,89021,36814010,15NOV2001,31DEC2008,1
AA4X,12281,93070510,17MAY2001,17NOV2010,1
AA4Z,79677,03837330,17MAY2001,30SEP2002,1
AA50,10781,06506610,17MAY2001,12JUL2012,1
AA51,85418,13303410,17MAY2001,31DEC2018,1
AA52,,,17MAY2001,,6
AA53,27677,22543920,17MAY2001,28SEP2012,1
AA54,,,17MAY2001,31DEC2005,6
AA55,31691,29665010,17MAY2001,31DEC2018,1
AA56,86576,36146210,17MAY2001,30APR2008,1
AA57,,,17MAY2001,07APR2008,6
AA59,75284,04051510,17MAY2001,19MAR2008,1
AA59,75284,69471410,20MAR2008,13JAN2011,1
AA5A,85332,06684910,17MAY2001,25JAN2018,1
AA5B,86354,14091910,17MAY2001,08SEP2006,1
AA5C,87757,18060610,17MAY2001,12MAR2002,1
AA5C,,,20MAY2004,21NOV2005,6
AA5F,86821,29975910,17MAY2001,18MAR2004,1
AA5G,79166,37386510,17MAY2001,31DEC2018,1
AA5H,81700,94185010,17MAY2001,31OCT2005,1
AA5H,81700,98913110,17NOV2005,10FEB2010,1
AA6D,85061,22942F10,16SEP2004,06JUN2011,2
AA6D,,,16JUN2011,31DEC2012,6
AAA,60863,02938310,14MAY1981,29APR1988,1
AAAA,,,20DEC2001,10JUL2008,6
AAAB,,,20DEC2001,22DEC2005,6
AAAC,87625,74018410,20DEC2001,05FEB2007,1
AAAC,87625,00433N10,15FEB2007,17NOV2008,1
AAAD,89203,00762W10,20DEC2001,17NOV2017,1
AAAE,,,20DEC2001,22AUG2006,6
AAAF,80795,02343610,20DEC2001,31DEC2018,1
AAAG,,,20DEC2001,21AUG2007,6
AAAH,,,20DEC2001,15AUG2004,6
AAAL,89402,02143N10,15JAN2004,18MAY2007,1
AAAL,,,18SEP2008,31DEC2010,6
AAAP,15829,00790T10,17DEC2015,09FEB2018,1
AABB,86352,00723110,18MAR1999,02NOV2001,1
AABC,10650,00431F10,16OCT1997,10NOV2005,1
AAC,64151,03237510,15MAR1979,05JAN1996,1
AAC,83841,03237110,17JUN1999,29SEP2000,1
AAC,,,14FEB2002,09JAN2006,6
AAC2,82805,01853E20,16SEP2004,07JUL2005,2
AACC,90020,04543P10,18MAR2004,13JUN2013,1
AACE,78112,00440310,18MAR1993,05OCT2006,1
AACI,88278,00371F20,18MAR2004,14JAN2009,1
AACI,88278,00371F30,19FEB2009,13AUG2009,1
AACS,,,19SEP2002,05JUN2008,6
AADV,77431,00755C10,18MAR1993,01APR1998,1
AAE,26227,02351910,20JUL1978,14SEP1984,1
AAGC,85279,01650510,20FEB1986,17AUG1987,1
AAGD,13124,51680610,16FEB2012,31DEC2018,1
AAGI,14403,03487030,18AUG1983,03SEP1984,1
AAGI,,,18OCT1984,28FEB1990,6
AAGY,14403,03487050,01JAN1990,21MAY1999,1
AAHS,85244,01375010,19DEC1985,31OCT1989,1
AAHS,79147,16875510,15JUL1993,22JAN1996,1
AAHS,79147,16875520,15FEB1996,06OCT1999,1
AAHS,79147,45814710,14OCT1999,17AUG2001,1
AAHS,,,17JUN2004,24MAY2007,6
AAIC,11731,01234810,30SEP1987,31DEC2018,1
AAIR,82245,00952510,16NOV1995,17NOV1997,1
AAIS,84287,00750B10,20APR2000,17APR2001,1
AAIS,,,15AUG2002,22NOV2004,6
AAIT,90854,00752J10,18AUG2005,10JAN2012,1
AAL,63845,01447610,15JAN1976,21FEB1997,1
AALA,,,18MAR2004,01SEP2004,6
AALQ,,,20JUL2006,08JAN2008,6
AALR,76271,00794810,19JUL1990,23JUL1997,1
AAM,80602,65691130,18AUG1994,25JAN1995,1
AAMC,,,18MAR2004,01SEP2004,6
AAMD,85391,02744410,16JAN1986,22DEC1986,1
AAME,15580,04820910,20AUG1981,26MAR2013,1
AAMS,77162,00253A10,16JUL1992,13APR2000,1
AAMS,77162,00253A30,20APR2000,14NOV2001,1
AAMS,,,15NOV2001,02SEP2004,6
AANB,83729,00339010,19SEP1996,30SEP2009,1
AAOI,14145,03823U10,14NOV2013,31DEC2018,1
AAON,76868,00036020,17FEB1994,31DEC2018,1
AAP,80105,G0352M10,17MAR1994,26APR2000,1
AAPH,,,14DEC2006,01OCT2012,6
AAPL,14593,03783310,20AUG1981,31DEC2018,1
AAPM,,,20APR2006,06SEP2006,6
AAPP,,,19JUN2003,12OCT2004,6
AAPS,89217,00751Y10,17JAN2002,31DEC2018,1
AAPT,,,17FEB2005,,6
AAR,47650,00635610,19APR1979,04JAN1988,1
AARD,,,19JUL2007,14NOV2007,6
AARE,71247,00635410,16OCT1986,11JUL1989,1
AARE,,,14SEP1989,30SEP1990,6
AARI,,,17MAY2007,30JUN2014,6
AARN,10921,00253D10,19FEB1987,07APR1988,1
AASB,,,14JAN1993,31DEC2006,6
AASI,14016,03118010,20OCT1983,28FEB1985,1
AASR,,,20DEC2001,02AUG2005,6
AAST,,,14JUL2005,29JUL2005,6
AATI,10043,03267210,16OCT1986,23JUN1999,1
AATK,86812,02368F10,19SEP2002,15MAY2007,1
AATK,86812,02557610,17MAY2007,29MAR2018,1
AATT,82807,00253910,14MAR1996,02FEB2000,1
AAU,91038,02028310,17MAY2007,13JUN2007,3
AAUK,14382,03485P10,19AUG1999,24JUL2007,1
AAUK,14382,03485P20,16AUG2007,31JUL2009,1
AAUK,,,20AUG2009,,6
AAV,47183,00036810,15JAN1976,28FEB1978,1
AAVA,91037,00762L10,19JAN2006,13JUL2009,2
AAVA,91037,00765F10,14JUL2009,21SEP2018,2
AAVA,,,18OCT2018,,6
AAVL,14790,05337G10,18SEP2014,11MAY2016,1
AAVL,14790,00773U10,19MAY2016,31DEC2018,1
AAXT,,,15MAY2008,13OCT2008,6
AAZA,,,17NOV2011,01NOV2018,6
AAZZ,,,17JAN1991,06SEP2002,6
AB,75000,00077110,18AUG1988,28OCT1988,1
ABA,15843,02406910,15JUL1976,04DEC1986,1
ABAG,80497,78647410,15SEP1994,01FEB2000,1
ABAN,15588,04822210,20APR1978,15NOV1985,1
ABAT,,,14APR2005,13SEP2006,6
ABAT,92324,00752H10,09OCT2007,15NOV2011,1
ABAX,77279,00256710,19MAR1992,31JUL2018,1
ABBC,90467,00350R10,14APR2005,27JUN2007,1
ABBC,90467,00350L10,19JUL2007,30SEP2011,1
ABBK,10341,00350710,17SEP1992,29DEC1992,1
ABBK,10341,00358610,14JAN1993,30JAN1997,1
ABBK,10341,00350P10,20FEB1997,28APR2004,1
ABBV,13721,00287Y10,02JAN2013,31DEC2018,1
ABBY,77360,00278610,14MAY1992,28JUN1995,1
ABBY,76653,03793310,20JUL1995,28OCT2008,1
ABC,10233,02473510,15JAN1976,03JAN1986,1
ABCB,80498,00040010,15DEC1994,08DEC2005,1
ABCB,80498,03076K10,15DEC2005,31DEC2018,1
ABCC,,,18FEB1999,10SEP2003,6
ABCD,,,17APR2008,,6
ABCI,77766,01887110,15DEC1994,13FEB1996,1
ABCO,80431,02475710,16JUN1994,12MAY1999,1
ABCR,79932,00075210,20JAN1994,12OCT2001,1
ABCR,,,20DEC2001,01SEP2004,6
ABCW,77783,03283910,20MAY1993,18NOV2011,1
ABD,75107,00365410,17NOV1988,31DEC2018,1
ABDC,14644,01374T10,19JUN2014,31DEC2018,1
ABDN,76731,02461P10,19SEP1991,18DEC1992,1
ABDR,83920,00255310,14NOV1996,23NOV1999,1
ABDW,90825,00081T10,18AUG2005,31DEC2018,1
ABE,77813,00338710,18FEB1993,15MAY1995,1
ABE1,79786,04826310,20JAN1994,27JUL1997,1
ABE1,79786,04878P10,14AUG1997,16JUN2003,1
ABE1,,,19JUN2003,15MAY2004,6
ABEV,11843,01726610,20OCT1983,26OCT1987,1
ABEV,11843,01678310,19NOV1987,18OCT1988,1
ABEW,,,15JAN2004,13JUL2004,6
ABF,51721,00926610,14APR1977,26DEC2000,1
ABF,51721,00926910,18JAN2001,15AUG2003,1
ABFD,,,14MAR1991,,6
ABFI,84508,02476B10,18SEP1997,12NOV2004,1
ABFO,,,16AUG2007,,6
ABFS,77595,04079010,18JUN1992,30APR2014,1
ABFS,77595,03937C10,15MAY2014,31DEC2018,1
ABG,15974,02960910,20JUL1978,09NOV1993,1
ABG,,,18APR1996,30SEP2003,6
ABG1,84368,39944Q10,20MAR1997,10SEP2001,1
ABGA,11186,01888510,16FEB1989,31JAN1997,1
ABGB,14236,00289R20,15JAN2015,27APR2016,1
ABGF,,,18SEP2008,31DEC2009,6
ABGG,89327,04343610,18APR2002,31DEC2018,1
ABGO,,,18JAN2007,27FEB2019,6
ABGX,86235,00339B10,20AUG1998,31MAR2006,1
ABH,86219,02437710,20AUG1998,02AUG1999,1
ABHD,,,14OCT2010,03APR2018,6
ABHH,,,20NOV2003,29OCT2007,6
ABHI,,,17MAR2011,11APR2016,6
ABI1,79365,03814L10,19SEP1996,27JUN2007,1
ABI1,,,19JUL2007,14MAY2008,6
ABI1,79365,76688310,13JUL2009,17NOV2010,1
ABIB,92381,00383Y10,20DEC2007,15OCT2010,1
ABID,,,20DEC2001,15MAR2004,6
ABIG,12539,02445610,20AUG1981,18AUG1999,1
ABII,77347,02476F10,16APR1992,02AUG1998,1
ABII,77347,45681810,20AUG1998,24OCT1999,1
ABII,77347,45681830,18NOV1999,03JUN2008,1
ABII,77347,45670G10,19JUN2008,01JUL2010,1
ABIL,14421,G8789K10,14JAN2016,31DEC2017,1
ABIO,14622,03790610,15DEC1983,18FEB1993,1
ABIS,88902,00428610,19SEP2002,18DEC2006,1
ABIS,,,18JAN2007,31DEC2010,6
ABIX,75721,00256410,17AUG1989,14SEP2007,1
ABK,76757,02313910,15AUG1991,08NOV2010,1
ABK,,,16DEC2010,17JUL2013,6
ABK,13919,02313988,18JUL2013,31DEC2018,1
ABK1,11241,03283710,15JUL1993,13JAN1995,1
ABKD,81120,05252830,06DEC1994,11JUL2007,1
ABL,39482,02459110,20DEC2001,26JAN2012,1
ABL,,,16FEB2012,12FEB2013,6
ABLA,12547,02446510,20JUL1978,02DEC1980,1
ABLE,86952,00370910,20DEC2001,12OCT2006,1
ABLX,16973,00372Y10,14DEC2017,12JUN2018,1
ABM,47730,02475310,20JUL1978,16MAR1994,1
ABM,47730,00095710,14APR1994,31DEC2018,1
ABMC,85671,02460010,15JUL2004,02SEP2009,1
ABND,84182,05291810,20FEB1997,07OCT1999,1
ABND,,,14OCT1999,10SEP2003,6
ABNK,12416,02361810,18JUN1987,30APR1992,1
ABNY,85447,02940410,17JUL1986,09MAR1992,1
ABNY,,,18JUN1992,02FEB1996,6
ABOS,,,17FEB2005,31DEC2007,6
ABOV,86487,00374310,14JAN1999,08SEP1999,1
ABOY,,,19OCT2006,31MAR2008,6
ABP,56119,02476210,15JAN1976,30APR1986,1
ABP,56119,02476310,15MAY1986,22FEB2000,1
ABP1,76695,05010310,19SEP1991,17MAY1999,1
ABP1,76695,69840W10,20MAY1999,17JUL2017,1
ABPA,85451,02316N10,18DEC1997,11SEP1998,1
ABPC,11544,01175610,17NOV1983,01JUL1985,1
ABPI,90945,00430L10,17NOV2005,03NOV2008,1
ABPI,,,20NOV2008,30SEP2012,6
ABPN,,,17FEB2005,31JUL2009,6
ABRS,77866,02318710,17DEC1992,02AUG1995,1
ABRX,80499,00077R10,14JUL1994,22JUL1999,1
ABS,50032,01310410,15JAN1976,01JUN2006,1
ABSB,10071,01390210,15MAY1986,29AUG1997,1
ABSC,84997,05192010,17JUL1997,18JUL2001,1
ABSI,10074,00078110,16MAR1989,13MAR1996,1
ABSO,79068,00386310,17JUN1993,26OCT1994,1
ABSP,,,20JUN2002,20NOV2013,6
ABSR,,,16NOV2006,04MAR2008,6
ABT,20482,00282410,15JAN1976,31DEC2018,1
ABTC,79245,00078210,14OCT1993,25FEB1999,1
ABTE,,,16DEC1993,16FEB1994,6
ABTE,80220,00371230,28FEB1994,09OCT2000,1
ABTG,12959,02318N20,18AUG2011,18JUL2014,1
ABTI,77988,02071K10,19NOV1992,21JAN1999,1
ABTL,86763,05275N10,20MAY1999,11JUL2012,1
ABTL,86763,05275N20,19JUL2012,08OCT2017,1
ABTL,86763,05335B10,19OCT2017,31DEC2018,1
ABTN,,,20JUL2006,29SEP2008,6
ABTX,81596,00849410,19JUN1997,24JAN2000,1
ABTX,,,20MAR2003,10SEP2003,6
ABVA,89263,01853510,17OCT2002,24AUG2012,1
ABW,19764,04208310,17AUG1978,22AUG1990,1
ABW,,,16MAY1991,02FEB1996,6
ABWY,11093,00791710,18AUG1983,09JUN1988,1
ABWY,11093,98337010,16JUN1988,25JAN1991,1
ABX,,,18SEP2003,19MAY2004,6
ABX,90716,00080S10,09MAY2005,15MAY2008,1
ABX,90716,00922R10,19JUN2008,31DEC2018,1
ABX1,88659,00756M40,18OCT2001,17APR2018,1
ABXF,71298,02451E10,19DEC1985,17JAN1995,1
ABXF,71298,06790110,19JAN1995,31DEC2018,1
ABXF,,,17JAN2019,,6
ABY,57998,01234710,15JAN1976,03AUG1983,1
ABZ,48004,04078910,15JUN1978,25JUL1988,1
ABZ1,78701,00291610,19FEB1998,17AUG2000,1
ABZ1,78701,00289310,14SEP2000,18NOV2007,1
ABZ1,78701,41587B10,20DEC2007,26MAR2013,2
ABZ1,78701,25728710,18APR2013,01NOV2017,2
ABZT,,,19MAY2005,13OCT2006,6
AC,10241,02484310,15JAN1976,27APR1987,1
AC,10241,74158710,14MAY1987,15DEC1988,1
AC4,75278,01854810,20OCT1988,31OCT1999,1
AC4,75278,01855A10,18NOV1999,26FEB2006,1
AC4,75278,01881G10,16MAR2006,31DEC2018,1
ACA,68822,02501810,14MAR1986,29OCT1990,1
ACA1,81914,03922910,14SEP1995,06MAR1997,1
ACAC,,,20APR2006,14APR2010,6
ACAC,92759,G8918T10,15APR2010,13OCT2010,1
ACAD,85631,05276910,16JAN1986,31DEC2018,1
ACAI,79366,04839610,14OCT1993,03AUG2004,1
ACAI,79366,34407T10,19AUG2004,15NOV2005,1
ACAI,,,17NOV2005,31DEC2007,6
ACAJ,44231,00387010,15AUG1985,06APR1988,1
ACAM,77021,05290710,20AUG1992,04FEB2000,1
ACAP,12598,00429010,17AUG1989,20JUL1992,1
ACAP,,,20MAR1997,31DEC2005,6
ACAR,81536,00760G10,20MAR1997,06FEB1998,1
ACAS,85271,02493710,15JAN1998,07JUL2008,1
ACAS,85271,02503Y10,17JUL2008,03JAN2017,1
ACAS,,,19JAN2017,31DEC2018,6
ACAT,76207,03966510,20SEP1990,19AUG1996,1
ACAT,76207,03967010,19SEP1996,06MAR2017,1
ACB,51916,02490210,19APR1984,30JUN1987,1
ACBA,88416,02520W10,16AUG2001,17APR2009,1
ACBD,93188,13201A10,17DEC2009,17DEC2018,1
ACBI,15709,04826920,19NOV2015,31DEC2018,1
ACBO,,,18JUL2002,27DEC2006,6
ACBP,,,14OCT2004,25OCT2010,6
ACBT,14152,22004Y10,06SEP2013,03MAR2015,1
ACC,88321,00429P10,20JUL2000,19MAY2002,1
ACC,88321,67457P10,20JUN2002,12MAR2006,1
ACC,88321,67457P30,16MAR2006,22FEB2011,1
ACC1,15342,04554120,15FEB1990,15DEC1994,1
ACCA,91561,00083310,16NOV2006,17DEC2007,1
ACCA,,,20DEC2007,31DEC2008,6
ACCC,85017,00079410,19JAN1989,22APR1998,1
ACCD,88320,M0169010,17AUG2000,27FEB2001,1
ACCI,83465,00079H10,20JUN1996,21OCT1997,1
ACCL,84718,00430P10,15MAY1997,26JUN1998,1
ACCN,90300,02483510,19AUG2004,31DEC2018,1
ACCO,59248,21701610,17JUN1976,08FEB2005,1
ACCO,59248,60871R20,17FEB2005,31DEC2018,1
ACCS,77352,00431L10,16APR1992,10DEC1998,1
ACCX,79674,04661310,16DEC1993,25JUN2002,1
ACCX,,,18JUL2002,15AUG2004,6
ACCY,,,19OCT2006,15APR2009,6
ACDI,90177,00422510,17JUN2004,31DEC2018,1
ACDO,86813,00437V10,20MAY1999,18AUG2005,1
ACDT,,,19SEP2002,15FEB2004,6
ACE,63837,00464410,14SEP1989,24OCT2000,1
ACEA,,,16SEP2004,08APR2009,6
ACEC,83838,00440410,19SEP1996,14SEP2007,1
ACEI,,,15APR2004,15OCT2008,6
ACEL,11739,01540410,18MAR2004,05JAN2009,1
ACEL,,,15JUL2010,31JUL2012,6
ACEN,,,17JAN2002,14MAR2007,6
ACEN,13704,64049M20,10DEC2012,31DEC2018,1
ACES,12627,02492710,19MAY1994,28FEB1999,1
ACES,12627,03037B10,18MAR1999,22AUG2005,1
ACES,,,15SEP2005,05JUN2006,6
ACF,67125,00928010,25AUG1983,14JUL1986,1
ACF,67125,00086510,14AUG1986,29APR1987,1
ACFB,93224,04704210,14JAN2010,31OCT2012,1
ACFC,90399,04842510,16DEC2004,03FEB2011,1
ACFC,90399,04842610,17FEB2011,25MAY2018,1
ACG,75105,00091210,19SEP2002,28JAN2007,1
ACG,75105,01881E10,15FEB2007,28AUG2009,1
ACGD,,,16FEB1995,10SEP2003,6
ACGI,10483,02491010,17JUL1986,22AUG1989,1
ACH,80090,40443E10,19MAY1994,30AUG1998,1
ACH,80090,15203810,17SEP1998,21JUL1999,1
ACH,80090,15184510,19AUG1999,07NOV2002,1
ACHI,80062,02527810,19NOV1998,08MAY2000,1
ACHI,80062,02527820,18MAY2000,27MAR2002,1
ACHN,91491,00448Q20,26OCT2006,31DEC2018,1
ACHV,14833,03957510,15MAR1984,05JAN1993,1
ACI,75326,03938010,16APR1998,03AUG2015,1
ACI,75326,03938030,20AUG2015,08JAN2016,1
